,Humidity,Temperature (C),IsBiodegradable
501,0.72,14.983333333333302,1
502,0.65,14.466666666666699,1
503,0.6,13.944444444444402,0
504,0.65,12.316666666666698,1
505,0.66,11.7611111111111,1
506,0.62,10.8277777777778,0
507,0.73,10.1388888888889,1
508,0.71,10.627777777777801,1
509,0.69,10.6055555555556,1
510,0.71,10.0722222222222,1
511,0.71,11.161111111111099,1
512,0.67,12.8888888888889,1
513,0.6,15.05,0
514,0.59,15.161111111111099,0
515,0.56,16.2722222222222,0
516,0.46,17.8,0
517,0.46,17.938888888888897,0
518,0.41,18.8555555555556,0
519,0.43,17.988888888888898,0
520,0.51,17.9611111111111,0
521,0.47,17.3611111111111,0
522,0.52,16.25,0
523,0.47,14.122222222222199,0
524,0.55,12.95,0
525,0.52,12.244444444444401,0
526,0.57,11.6888888888889,0
527,0.59,11.1555555555556,0
528,0.9,9.21666666666667,1
529,0.9,8.68333333333333,1
530,0.77,9.18888888888889,1
531,0.93,8.594444444444441,1
532,0.93,7.50555555555555,1
533,0.95,6.2166666666666694,1
534,0.93,5.85555555555556,1
535,1.0,5.93333333333333,1
536,1.0,10.4055555555556,1
537,0.78,12.544444444444402,1
538,0.77,13.8611111111111,1
539,0.63,15.977777777777801,0
540,0.57,17.266666666666698,0
541,0.5,17.8444444444445,0
542,0.54,16.427777777777802,0
543,0.46,17.7777777777778,0
544,0.45,17.8444444444445,0
545,0.5,17.3,0
546,0.65,15.183333333333302,1
547,0.7,13.005555555555599,1
548,0.74,12.694444444444402,1
549,0.72,12.194444444444402,1
550,0.71,12.083333333333302,1
551,0.74,10.6166666666667,1
552,0.57,11.6,0
553,0.6,11.022222222222199,0
554,0.6,11.8888888888889,0
555,0.64,10.4166666666667,0
556,0.67,10.3,1
557,0.72,9.48333333333333,1
558,0.68,9.77222222222222,1
559,0.67,10.933333333333302,1
560,0.66,11.6555555555556,1
561,0.55,13.9388888888889,0
562,0.54,15.0277777777778,0
563,0.47,16.0388888888889,0
564,0.51,15.227777777777801,0
565,0.44,16.2055555555556,0
566,0.43,17.3,0
567,0.43,17.7777777777778,0
568,0.38,17.8,0
569,0.39,17.2611111111111,0
570,0.38,17.2,0
571,0.45,15.022222222222199,0
572,0.47,13.9277777777778,0
573,0.57,12.3666666666667,0
574,0.59,12.294444444444402,0
575,0.56,12.7888888888889,0
576,0.76,9.53333333333333,1
577,0.71,9.972222222222221,1
578,0.91,4.9111111111111105,1
579,0.78,7.91666666666667,1
580,0.82,7.38333333333333,1
581,0.82,7.97222222222222,1
582,0.84,8.81666666666667,1
583,0.84,8.79444444444444,1
584,0.89,7.888888888888889,1
585,0.96,7.8,1
586,0.95,7.822222222222219,1
587,0.95,7.94444444444444,1
588,0.94,8.077777777777781,1
589,0.81,10.227777777777801,1
590,0.74,11.3611111111111,1
591,0.7,12.45,1
592,0.67,12.916666666666698,1
593,0.62,12.55,0
594,0.69,12.3833333333333,1
595,0.75,10.227777777777801,1
596,0.78,9.22777777777778,1
597,0.87,7.82777777777778,1
598,0.91,6.677777777777781,1
599,0.91,6.12222222222222,1
600,0.95,5.32777777777778,1
601,0.95,4.35555555555556,1
602,0.89,9.27222222222222,1
603,0.92,4.26111111111111,1
604,0.92,3.21666666666667,1
605,0.92,3.90555555555556,1
606,0.96,2.71111111111111,1
607,1.0,3.81666666666666,1
608,0.93,6.88333333333333,1
609,0.88,8.93888888888889,1
610,0.79,11.205555555555598,1
611,0.7,12.85,1
612,0.63,13.9611111111111,0
613,0.51,14.977777777777801,0
614,0.57,14.0277777777778,0
615,0.51,15.022222222222199,0
616,0.54,15.044444444444402,0
617,0.5,15.088888888888901,0
618,0.51,14.95,0
619,0.59,13.816666666666698,0
620,0.64,12.916666666666698,0
621,0.59,13.838888888888901,0
622,0.69,12.755555555555599,1
623,0.74,12.65,1
624,0.8,11.6888888888889,1
625,0.88,10.627777777777801,1
626,0.91,5.66666666666667,1
627,0.92,10.05,1
628,0.93,9.97777777777778,1
629,0.95,9.777777777777779,1
630,0.99,8.66111111111111,1
631,0.95,7.55,1
632,0.93,7.23333333333334,1
633,0.92,6.0444444444444505,1
634,0.85,6.094444444444441,1
635,0.82,6.11666666666667,1
636,0.86,6.06666666666667,1
637,0.93,6.03888888888889,1
638,0.93,6.888888888888889,1
639,0.86,7.06111111111111,1
640,0.93,6.03888888888889,1
641,0.93,6.072222222222219,1
642,0.93,5.044444444444441,1
643,0.92,5.0222222222222195,1
644,0.93,5.033333333333339,1
645,0.93,5.0,1
646,0.93,4.9777777777777805,1
647,0.87,4.93333333333333,1
648,0.92,4.4666666666666694,1
649,0.92,4.44444444444444,1
650,0.83,4.01111111111111,1
651,0.86,4.905555555555559,1
652,0.83,4.88333333333333,1
653,0.89,4.38888888888889,1
654,0.86,4.8388888888888895,1
655,0.83,4.81111111111111,1
656,0.84,4.94444444444444,1
657,0.65,7.2,1
658,0.67,7.77777777777778,1
659,0.64,8.72777777777778,0
660,0.57,8.98333333333333,0
661,0.5,10.0,0
662,0.55,10.0944444444444,0
663,0.46,11.0611111111111,0
664,0.42,10.1388888888889,0
665,0.42,11.0111111111111,0
666,0.49,10.1166666666667,0
667,0.57,7.91666666666667,0
668,0.63,7.333333333333339,0
669,0.75,5.05,1
670,0.76,3.93333333333333,1
671,0.77,4.09444444444444,1
672,0.82,3.8,1
673,0.85,2.68888888888889,1
674,0.81,5.06666666666667,1
675,0.85,2.6,1
676,0.92,1.5833333333333302,1
677,0.9,2.15555555555556,1
678,0.92,0.955555555555555,1
679,0.92,0.955555555555555,1
680,0.82,5.59444444444445,1
681,0.66,9.822222222222221,1
682,0.54,11.0722222222222,0
683,0.48,11.055555555555598,0
684,0.43,12.244444444444401,0
685,0.41,12.85,0
686,0.38,12.8888888888889,0
687,0.4,12.916666666666698,0
688,0.46,13.8888888888889,0
689,0.48,13.022222222222199,0
690,0.49,12.3833333333333,0
691,0.57,10.2055555555556,0
692,0.62,9.14444444444445,0
693,0.68,7.82777777777778,1
694,0.65,7.73333333333333,1
695,0.69,7.14444444444444,1
696,0.74,6.01666666666667,1
697,0.76,5.46111111111111,1
698,0.72,8.24444444444445,1
699,0.82,3.8388888888888903,1
700,0.91,2.24444444444444,1
701,0.93,2.02222222222222,1
702,0.92,2.17222222222222,1
703,0.89,3.6611111111111097,1
704,0.79,6.111111111111111,1
705,0.66,10.005555555555599,1
706,0.52,12.244444444444401,0
707,0.5,12.9388888888889,0
708,0.5,13.983333333333302,0
709,0.44,15.0944444444444,0
710,0.43,16.25,0
711,0.41,17.266666666666698,0
712,0.38,17.2888888888889,0
713,0.37,17.3888888888889,0
714,0.38,17.2888888888889,0
715,0.44,15.088888888888901,0
716,0.58,11.7111111111111,0
717,0.61,11.161111111111099,0
718,0.68,10.0277777777778,1
719,0.65,10.1388888888889,1
720,0.87,21.016666666666698,0
721,0.9,19.4444444444444,0
722,0.81,20.7222222222222,0
723,0.93,18.794444444444398,0
724,0.93,17.733333333333302,0
725,0.95,17.6055555555556,0
726,0.93,18.733333333333302,0
727,0.8,22.5555555555556,0
728,0.7,24.761111111111102,0
729,0.56,27.1722222222222,0
730,0.55,28.9111111111111,0
731,0.42,30.955555555555602,0
732,0.38,32.1722222222222,0
733,0.32,32.1277777777778,0
734,0.35,31.983333333333302,0
735,0.38,32.5388888888889,0
736,0.4,31.9777777777778,0
737,0.41,32.0111111111111,0
738,0.39,30.9444444444444,0
739,0.5,28.572222222222198,0
740,0.59,27.0944444444444,0
741,0.65,24.6944444444444,0
742,0.7,24.138888888888896,0
743,0.77,23.1222222222222,0
744,0.92,15.5611111111111,1
745,0.87,15.494444444444401,1
746,0.91,16.5388888888889,0
747,0.9,13.8,1
748,0.9,13.316666666666698,1
749,0.92,12.605555555555599,1
750,0.93,12.3277777777778,1
751,0.87,14.966666666666699,1
752,0.87,16.2611111111111,0
753,0.92,16.25,0
754,0.89,18.888888888888896,0
755,0.76,21.35,0
756,0.76,21.205555555555602,0
757,0.72,22.3388888888889,0
758,0.66,23.033333333333303,0
759,0.62,23.9111111111111,0
760,0.51,24.9777777777778,0
761,0.58,23.8,0
762,0.53,23.5944444444444,0
763,0.68,22.505555555555603,0
764,0.78,20.016666666666698,0
765,0.74,19.9111111111111,0
766,0.76,19.3555555555556,0
767,0.85,17.8833333333333,0
768,0.89,17.25,0
769,0.92,16.6277777777778,0
770,0.84,15.8444444444444,1
771,0.92,17.0,0
772,0.86,17.0666666666667,0
773,0.79,16.5055555555556,0
774,0.83,14.983333333333302,1
775,0.81,16.0222222222222,0
776,0.81,16.1611111111111,0
777,0.68,18.8444444444444,0
778,0.68,21.1166666666667,0
779,0.62,22.505555555555603,0
780,0.54,23.794444444444398,0
781,0.51,23.888888888888896,0
782,0.44,25.8333333333333,0
783,0.43,25.927777777777802,0
784,0.42,25.0,0
785,0.43,24.9444444444444,0
786,0.45,24.927777777777802,0
787,0.51,22.8,0
788,0.7,19.3388888888889,0
789,0.78,17.8055555555556,0
790,0.75,17.783333333333303,0
791,0.79,16.4888888888889,0
792,0.83,15.694444444444402,1
793,0.81,15.627777777777801,1
794,0.93,16.2111111111111,0
795,0.84,15.5777777777778,1
796,0.81,15.5777777777778,1
797,0.81,15.605555555555599,1
798,0.83,15.05,1
799,0.73,17.0666666666667,0
800,0.72,17.483333333333302,0
801,0.71,17.6666666666667,0
802,0.69,18.8,0
803,0.67,19.6833333333333,0
804,0.78,18.822222222222198,0
805,0.77,20.0,0
806,0.72,21.15,0
807,0.67,23.6555555555555,0
808,0.6,23.6166666666667,0
809,0.62,23.8166666666667,0
810,0.7,22.0388888888889,0
811,0.7,19.95,0
812,0.8,18.9222222222222,0
813,0.88,17.266666666666698,0
814,0.9,16.177777777777802,0
815,0.93,15.833333333333302,1
816,0.93,16.733333333333302,0
817,0.97,16.7111111111111,0
818,0.97,16.266666666666698,0
819,0.97,16.1388888888889,0
820,0.97,16.0888888888889,0
821,0.96,15.555555555555598,1
822,1.0,14.516666666666698,1
823,0.99,17.0888888888889,0
824,0.96,17.6666666666667,0
825,0.85,19.794444444444398,0
826,0.74,22.016666666666698,0
827,0.73,21.138888888888896,0
828,0.73,21.044444444444398,0
829,0.89,18.938888888888897,0
830,0.9,18.9166666666667,0
831,0.78,20.05,0
832,0.73,21.0666666666667,0
833,0.78,20.05,0
834,0.83,20.0,0
835,0.9,18.8666666666667,0
836,0.96,17.955555555555602,0
837,0.97,17.7111111111111,0
838,0.93,17.733333333333302,0
839,0.97,16.7944444444444,0
840,0.97,16.6666666666667,0
841,0.97,16.1611111111111,0
842,0.91,17.0111111111111,0
843,0.97,16.1166666666667,0
844,0.97,16.1166666666667,0
845,0.96,15.555555555555598,1
846,1.0,14.005555555555599,1
847,0.93,16.1166666666667,0
848,0.93,16.05,0
849,0.99,16.2111111111111,0
850,0.89,17.8055555555556,0
851,0.84,18.8833333333333,0
852,0.77,20.188888888888897,0
853,0.67,22.266666666666698,0
854,0.7,22.3555555555556,0
855,0.54,23.8666666666667,0
856,0.58,23.888888888888896,0
857,0.56,22.955555555555602,0
858,0.58,22.4777777777778,0
859,0.7,20.8555555555556,0
860,0.82,19.1611111111111,0
861,0.84,17.733333333333302,0
862,0.81,18.238888888888898,0
863,0.88,17.8166666666667,0
864,0.84,17.7111111111111,0
865,0.9,17.2,0
866,0.9,15.305555555555598,1
867,0.93,16.55,0
868,0.96,16.094444444444402,0
869,0.93,15.55,1
870,0.93,14.933333333333302,1
871,0.93,17.0888888888889,0
872,0.85,18.6555555555556,0
873,0.79,19.811111111111103,0
874,0.73,21.061111111111103,0
875,0.63,22.205555555555602,0
876,0.57,22.75,0
877,0.54,23.794444444444398,0
878,0.51,23.483333333333302,0
879,0.53,23.9611111111111,0
880,0.5,24.95,0
881,0.53,23.955555555555602,0
882,0.5,23.955555555555602,0
883,0.54,23.861111111111104,0
884,0.75,19.266666666666698,0
885,0.87,17.2888888888889,0
886,0.93,16.6222222222222,0
887,0.87,16.6722222222222,0
888,0.93,15.0722222222222,1
889,0.93,14.516666666666698,1
890,0.8,17.8444444444445,0
891,0.93,14.444444444444402,1
892,0.96,13.8888888888889,1
893,0.9,14.433333333333302,1
894,0.87,14.9277777777778,1
895,0.82,17.0444444444444,0
896,0.78,18.7888888888889,0
897,0.73,21.1611111111111,0
898,0.62,23.8666666666667,0
899,0.56,24.966666666666697,0
900,0.47,26.1333333333333,0
901,0.44,27.2222222222222,0
902,0.39,27.738888888888898,0
903,0.4,27.7777777777778,0
904,0.39,27.8,0
905,0.37,27.8722222222222,0
906,0.43,26.1555555555555,0
907,0.54,23.9777777777778,0
908,0.58,22.572222222222198,0
909,0.6,21.138888888888896,0
910,0.67,20.438888888888897,0
911,0.7,20.427777777777802,0
912,0.74,19.3555555555556,0
913,0.76,18.75,0
914,0.85,19.8777777777778,0
915,0.84,17.2222222222222,0
916,0.87,16.6444444444444,0
917,0.88,16.55,0
918,0.87,16.094444444444402,0
919,0.84,17.6666666666667,0
920,0.7,20.783333333333303,0
921,0.67,22.733333333333302,0
922,0.55,26.016666666666698,0
923,0.58,26.1277777777778,0
924,0.51,28.8388888888889,0
925,0.51,29.0055555555555,0
926,0.45,31.033333333333303,0
927,0.36,31.1333333333333,0
928,0.41,31.1333333333333,0
929,0.41,31.2111111111111,0
930,0.48,30.0222222222222,0
931,0.58,27.8722222222222,0
932,0.66,25.4055555555556,0
933,0.79,22.7555555555555,0
934,0.79,22.688888888888897,0
935,0.84,21.2,0
936,0.81,21.55,0
937,0.82,21.438888888888897,0
938,0.92,19.505555555555603,0
939,0.88,19.861111111111104,0
940,0.87,19.3333333333333,0
941,0.91,18.75,0
942,0.9,18.8444444444444,0
943,0.87,19.9111111111111,0
944,0.81,22.1055555555556,0
945,0.69,24.95,0
946,0.74,25.0,0
947,0.67,27.3,0
948,0.62,27.966666666666697,0
949,0.5,30.1166666666667,0
950,0.45,31.044444444444398,0
951,0.47,31.205555555555602,0
952,0.42,32.1722222222222,0
953,0.4,32.5444444444444,0
954,0.44,31.0388888888889,0
955,0.54,28.955555555555602,0
956,0.64,26.4777777777778,0
957,0.73,22.9166666666667,0
958,0.73,23.3833333333333,0
959,0.83,22.45,0
960,0.77,22.6,0
961,0.9,19.983333333333302,0
962,0.87,20.955555555555602,0
963,0.9,18.8722222222222,0
964,0.93,18.3388888888889,0
965,0.93,18.85,0
966,0.99,17.2777777777778,0
967,0.87,19.9166666666667,0
968,0.74,23.6,0
969,0.61,25.994444444444397,0
970,0.55,27.733333333333302,0
971,0.5,28.794444444444398,0
972,0.47,29.8833333333333,0
973,0.45,30.9722222222222,0
974,0.41,31.9166666666667,0
975,0.42,32.1277777777778,0
976,0.39,32.1277777777778,0
977,0.44,31.0833333333333,0
978,0.44,31.016666666666698,0
979,0.64,27.266666666666698,0
980,0.68,25.455555555555602,0
981,0.84,22.8,0
982,0.79,23.216666666666697,0
983,0.85,22.238888888888898,0
984,0.84,20.4166666666667,0
985,0.85,19.8833333333333,0
986,0.92,16.8111111111111,0
987,0.9,19.3777777777778,0
988,0.93,18.8666666666667,0
989,0.93,18.8833333333333,0
990,0.97,17.8722222222222,0
991,0.99,18.938888888888897,0
992,0.92,20.0888888888889,0
993,0.87,21.0888888888889,0
994,0.81,22.177777777777802,0
995,0.71,23.533333333333303,0
996,0.69,23.8444444444444,0
997,0.62,24.955555555555602,0
998,0.58,25.9222222222222,0
999,0.62,24.9611111111111,0
1000,0.58,24.794444444444398,0
